Year,Month,Full_Date,Destination_Country_Code,Destination_Country,Arrivals
2019,9,2019-09-01,TR,Turkey,8910652.0
2019,10,2019-10-01,TR,Turkey,7856549.0
2019,11,2019-11-01,TR,Turkey,5155063.0
2019,12,2019-12-01,TR,Turkey,4501377.0
2020,1,2020-01-01,TR,Turkey,4638672.0
2020,2,2020-02-01,TR,Turkey,4196910.0
2020,3,2020-03-01,TR,Turkey,2711720.0
2020,4,2020-04-01,TR,Turkey,719430.0
2020,5,2020-05-01,TR,Turkey,831105.0
2020,6,2020-06-01,TR,Turkey,2203877.0
2020,7,2020-07-01,TR,Turkey,4507719.0
2020,8,2020-08-01,TR,Turkey,6959139.0
2020,9,2020-09-01,TR,Turkey,3879866.0
2020,10,2020-10-01,TR,Turkey,5931690.0
2020,11,2020-11-01,TR,Turkey,3274271.0
2020,12,2020-12-01,TR,Turkey,2025035.0
2021,1,2021-01-01,TR,Turkey,2514228.0
2021,2,2021-02-01,TR,Turkey,2689048.0
2021,3,2021-03-01,TR,Turkey,3759785.0
2021,4,2021-04-01,TR,Turkey,3400005.0
2021,5,2021-05-01,TR,Turkey,3518710.0
2021,6,2021-06-01,TR,Turkey,6116463.0
2021,7,2021-07-01,TR,Turkey,9735934.0
2021,8,2021-08-01,TR,Turkey,10371679.0
2021,9,2021-09-01,TR,Turkey,8656405.0
2021,10,2021-10-01,TR,Turkey,8160121.0
2021,11,2021-11-01,TR,Turkey,7224636.0
2021,12,2021-12-01,TR,Turkey,4797010.0
2022,1,2022-01-01,TR,Turkey,4369448.0
2022,2,2022-02-01,TR,Turkey,4419364.0
2022,3,2022-03-01,TR,Turkey,5789325.0
2022,4,2022-04-01,TR,Turkey,5312346.0
2022,5,2022-05-01,TR,Turkey,8550258.0
2022,6,2022-06-01,TR,Turkey,9900266.0
2022,7,2022-07-01,TR,Turkey,11959962.0
2022,8,2022-08-01,TR,Turkey,12836521.0
2022,9,2022-09-01,TR,Turkey,11109826.0
2022,10,2022-10-01,TR,Turkey,10013545.0
2022,11,2022-11-01,TR,Turkey,5893253.0
2022,12,2022-12-01,TR,Turkey,4676813.0
2023,1,2023-01-01,TR,Turkey,4176369.0
2023,2,2023-02-01,TR,Turkey,3577989.0
2023,3,2023-03-01,TR,Turkey,4200030.0
2023,4,2023-04-01,TR,Turkey,5022587.0
2023,5,2023-05-01,TR,Turkey,5346331.0
2018,1,2018-01-01,UK,United Kingdom,5375962.0
2018,2,2018-02-01,UK,United Kingdom,6519239.0
2018,3,2018-03-01,UK,United Kingdom,7347842.0
2018,4,2018-04-01,UK,United Kingdom,8880002.0
2018,5,2018-05-01,UK,United Kingdom,11684413.0
2018,6,2018-06-01,UK,United Kingdom,11231992.0
2018,7,2018-07-01,UK,United Kingdom,13330113.0
2018,8,2018-08-01,UK,United Kingdom,14703533.0
2018,9,2018-09-01,UK,United Kingdom,10376452.0
2018,10,2018-10-01,UK,United Kingdom,8339690.0
2018,11,2018-11-01,UK,United Kingdom,7182910.0
2018,12,2018-12-01,UK,United Kingdom,6471128.0
2019,1,2019-01-01,UK,United Kingdom,5609922.0
2019,2,2019-02-01,UK,United Kingdom,5848791.0
2019,3,2019-03-01,UK,United Kingdom,7561960.0
2019,4,2019-04-01,UK,United Kingdom,10917430.0
2019,5,2019-05-01,UK,United Kingdom,12117946.0
2019,6,2019-06-01,UK,United Kingdom,12177757.0
2019,7,2019-07-01,UK,United Kingdom,14585646.0
2019,8,2019-08-01,UK,United Kingdom,14811966.0
2019,9,2019-09-01,UK,United Kingdom,9655339.0
2019,10,2019-10-01,UK,United Kingdom,10982065.0
2019,11,2019-11-01,UK,United Kingdom,6671533.0
2019,12,2019-12-01,UK,United Kingdom,6346332.0
2020,1,2020-01-01,UK,United Kingdom,5665683.0
2020,2,2020-02-01,UK,United Kingdom,6524949.0
2020,3,2020-03-01,UK,United Kingdom,4395335.0
2020,4,2020-04-01,UK,United Kingdom,0.0
2020,5,2020-05-01,UK,United Kingdom,0.0
2020,6,2020-06-01,UK,United Kingdom,0.0
