Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Trips
2019,HU,Hungary,BE,Belgium,Total,1 night or over,102771.0
2022,HU,Hungary,BE,Belgium,Total,1 night or over,82842.0
2019,IE,Ireland,BE,Belgium,Total,1 night or over,91910.0
2022,IE,Ireland,BE,Belgium,Total,1 night or over,90998.0
2019,LT,Lithuania,BE,Belgium,Total,1 night or over,17163.0
2022,LT,Lithuania,BE,Belgium,Total,1 night or over,30644.0
2019,LU,Luxembourg,BE,Belgium,Total,1 night or over,217915.0
2022,LU,Luxembourg,BE,Belgium,Total,1 night or over,257463.0
2019,MT,Malta,BE,Belgium,Total,1 night or over,22957.0
2022,MT,Malta,BE,Belgium,Total,1 night or over,12496.0
2019,NL,Netherlands,BE,Belgium,Total,1 night or over,2091200.0
2022,NL,Netherlands,BE,Belgium,Total,1 night or over,2340634.0
2019,PL,Poland,BE,Belgium,Total,1 night or over,127211.0
2022,PL,Poland,BE,Belgium,Total,1 night or over,114040.0
2019,PT,Portugal,BE,Belgium,Total,1 night or over,53917.0
2022,PT,Portugal,BE,Belgium,Total,1 night or over,50208.0
2019,SE,Sweden,BE,Belgium,Total,1 night or over,155611.0
2022,SI,Slovenia,BE,Belgium,Total,1 night or over,33167.0
2022,AT,Austria,BE,Belgium,Total,4 nights or over,50565.0
2019,BE,Belgium,BE,Belgium,Total,4 nights or over,1155762.0
2022,BE,Belgium,BE,Belgium,Total,4 nights or over,1174411.0
2019,ES,Spain,BE,Belgium,Total,4 nights or over,178787.0
2022,ES,Spain,BE,Belgium,Total,4 nights or over,113916.0
2019,FR,France,BE,Belgium,Total,4 nights or over,566203.0
2022,FR,France,BE,Belgium,Total,4 nights or over,479489.0
2019,HU,Hungary,BE,Belgium,Total,4 nights or over,33368.0
2022,HU,Hungary,BE,Belgium,Total,4 nights or over,58529.0
2019,IE,Ireland,BE,Belgium,Total,4 nights or over,37264.0
2019,LT,Lithuania,BE,Belgium,Total,4 nights or over,12675.0
2022,LT,Lithuania,BE,Belgium,Total,4 nights or over,26707.0
2019,LU,Luxembourg,BE,Belgium,Total,4 nights or over,41568.0
2022,LU,Luxembourg,BE,Belgium,Total,4 nights or over,74614.0
2019,MT,Malta,BE,Belgium,Total,4 nights or over,6445.0
2022,MT,Malta,BE,Belgium,Total,4 nights or over,9616.0
2019,NL,Netherlands,BE,Belgium,Total,4 nights or over,628083.0
2022,NL,Netherlands,BE,Belgium,Total,4 nights or over,668210.0
2019,PL,Poland,BE,Belgium,Total,4 nights or over,81795.0
2022,PL,Poland,BE,Belgium,Total,4 nights or over,82568.0
2019,PT,Portugal,BE,Belgium,Total,4 nights or over,22290.0
2022,PT,Portugal,BE,Belgium,Total,4 nights or over,22002.0
2019,BG,Bulgaria,BG,Bulgaria,Personal reasons,From 1 to 3 nights,2204807.0
2022,BG,Bulgaria,BG,Bulgaria,Personal reasons,From 1 to 3 nights,1967127.0
2019,EL,Greece,BG,Bulgaria,Personal reasons,From 1 to 3 nights,21689.0
2022,HU,Hungary,BG,Bulgaria,Personal reasons,From 1 to 3 nights,11546.0
2019,MK,North Macedonia,BG,Bulgaria,Personal reasons,From 1 to 3 nights,21788.0
2019,RO,Romania,BG,Bulgaria,Personal reasons,From 1 to 3 nights,38113.0
2019,BE,Belgium,BG,Bulgaria,Personal reasons,1 night or over,76852.0
2022,BE,Belgium,BG,Bulgaria,Personal reasons,1 night or over,52409.0
2019,BG,Bulgaria,BG,Bulgaria,Personal reasons,1 night or over,3696975.0
2022,BG,Bulgaria,BG,Bulgaria,Personal reasons,1 night or over,3329662.0
2019,CY,Cyprus,BG,Bulgaria,Personal reasons,1 night or over,46735.0
2019,CZ,Czechia,BG,Bulgaria,Personal reasons,1 night or over,166763.0
2022,CZ,Czechia,BG,Bulgaria,Personal reasons,1 night or over,135877.0
2019,DE,Germany,BG,Bulgaria,Personal reasons,1 night or over,623274.0
2019,EE,Estonia,BG,Bulgaria,Personal reasons,1 night or over,20240.0
2019,EL,Greece,BG,Bulgaria,Personal reasons,1 night or over,38982.0
2022,EL,Greece,BG,Bulgaria,Personal reasons,1 night or over,30156.0
2019,ES,Spain,BG,Bulgaria,Personal reasons,1 night or over,93700.0
2019,FR,France,BG,Bulgaria,Personal reasons,1 night or over,84131.0
2022,FR,France,BG,Bulgaria,Personal reasons,1 night or over,84297.0
2019,HU,Hungary,BG,Bulgaria,Personal reasons,1 night or over,37613.0
2022,HU,Hungary,BG,Bulgaria,Personal reasons,1 night or over,51958.0
2019,IE,Ireland,BG,Bulgaria,Personal reasons,1 night or over,34981.0
2019,LT,Lithuania,BG,Bulgaria,Personal reasons,1 night or over,24577.0
2022,LT,Lithuania,BG,Bulgaria,Personal reasons,1 night or over,10311.0
2019,LU,Luxembourg,BG,Bulgaria,Personal reasons,1 night or over,8613.0
2022,LU,Luxembourg,BG,Bulgaria,Personal reasons,1 night or over,6729.0
2019,MK,North Macedonia,BG,Bulgaria,Personal reasons,1 night or over,40817.0
2022,MT,Malta,BG,Bulgaria,Personal reasons,1 night or over,5385.0
2019,NL,Netherlands,BG,Bulgaria,Personal reasons,1 night or over,79269.0
2022,NL,Netherlands,BG,Bulgaria,Personal reasons,1 night or over,66235.0
2019,PL,Poland,BG,Bulgaria,Personal reasons,1 night or over,267546.0
2022,PL,Poland,BG,Bulgaria,Personal reasons,1 night or over,259919.0
2019,RO,Romania,BG,Bulgaria,Personal reasons,1 night or over,200434.0
2022,RO,Romania,BG,Bulgaria,Personal reasons,1 night or over,256545.0
2019,SK,Slovakia,BG,Bulgaria,Personal reasons,1 night or over,49909.0
2022,SK,Slovakia,BG,Bulgaria,Personal reasons,1 night or over,46305.0
2019,BE,Belgium,BG,Bulgaria,Personal reasons,4 nights or over,69996.0
2022,BE,Belgium,BG,Bulgaria,Personal reasons,4 nights or over,50517.0
2019,BG,Bulgaria,BG,Bulgaria,Personal reasons,4 nights or over,1492168.0
2022,BG,Bulgaria,BG,Bulgaria,Personal reasons,4 nights or over,1362536.0
2019,CZ,Czechia,BG,Bulgaria,Personal reasons,4 nights or over,160631.0
2022,CZ,Czechia,BG,Bulgaria,Personal reasons,4 nights or over,128297.0
2022,EL,Greece,BG,Bulgaria,Personal reasons,4 nights or over,15829.0
2019,ES,Spain,BG,Bulgaria,Personal reasons,4 nights or over,86921.0
2019,FR,France,BG,Bulgaria,Personal reasons,4 nights or over,81938.0
2019,HU,Hungary,BG,Bulgaria,Personal reasons,4 nights or over,29844.0
2022,HU,Hungary,BG,Bulgaria,Personal reasons,4 nights or over,40412.0
2019,IE,Ireland,BG,Bulgaria,Personal reasons,4 nights or over,33036.0
2019,LT,Lithuania,BG,Bulgaria,Personal reasons,4 nights or over,23899.0
2022,LT,Lithuania,BG,Bulgaria,Personal reasons,4 nights or over,10311.0
2019,LU,Luxembourg,BG,Bulgaria,Personal reasons,4 nights or over,7974.0
2022,LU,Luxembourg,BG,Bulgaria,Personal reasons,4 nights or over,6337.0
2019,MK,North Macedonia,BG,Bulgaria,Personal reasons,4 nights or over,19029.0
2019,NL,Netherlands,BG,Bulgaria,Personal reasons,4 nights or over,74668.0
2022,NL,Netherlands,BG,Bulgaria,Personal reasons,4 nights or over,66235.0
2019,PL,Poland,BG,Bulgaria,Personal reasons,4 nights or over,264799.0
2022,PL,Poland,BG,Bulgaria,Personal reasons,4 nights or over,255554.0
2019,RO,Romania,BG,Bulgaria,Personal reasons,4 nights or over,162321.0
2022,RO,Romania,BG,Bulgaria,Personal reasons,4 nights or over,231285.0
2019,SK,Slovakia,BG,Bulgaria,Personal reasons,4 nights or over,49909.0
2022,SK,Slovakia,BG,Bulgaria,Personal reasons,4 nights or over,46305.0
2019,BG,Bulgaria,BG,Bulgaria,"Professional, business",From 1 to 3 nights,100548.0
2022,BG,Bulgaria,BG,Bulgaria,"Professional, business",From 1 to 3 nights,90340.0
2019,BG,Bulgaria,BG,Bulgaria,"Professional, business",1 night or over,118707.0
2022,BG,Bulgaria,BG,Bulgaria,"Professional, business",1 night or over,105051.0
2019,BG,Bulgaria,BG,Bulgaria,Total,From 1 to 3 nights,2305355.0
2022,BG,Bulgaria,BG,Bulgaria,Total,From 1 to 3 nights,2057467.0
2019,EL,Greece,BG,Bulgaria,Total,From 1 to 3 nights,31054.0
2022,EL,Greece,BG,Bulgaria,Total,From 1 to 3 nights,15698.0
2022,HU,Hungary,BG,Bulgaria,Total,From 1 to 3 nights,11972.0
2019,MK,North Macedonia,BG,Bulgaria,Total,From 1 to 3 nights,21880.0
2019,RO,Romania,BG,Bulgaria,Total,From 1 to 3 nights,38113.0
2019,BE,Belgium,BG,Bulgaria,Total,1 night or over,80629.0
2022,BE,Belgium,BG,Bulgaria,Total,1 night or over,55572.0
2019,BG,Bulgaria,BG,Bulgaria,Total,1 night or over,3815682.0
2022,BG,Bulgaria,BG,Bulgaria,Total,1 night or over,3434713.0
2019,CY,Cyprus,BG,Bulgaria,Total,1 night or over,50695.0
2019,CZ,Czechia,BG,Bulgaria,Total,1 night or over,166763.0
2022,CZ,Czechia,BG,Bulgaria,Total,1 night or over,139818.0
2019,DE,Germany,BG,Bulgaria,Total,1 night or over,623274.0
2019,EE,Estonia,BG,Bulgaria,Total,1 night or over,21445.0
2019,EL,Greece,BG,Bulgaria,Total,1 night or over,53049.0
2022,EL,Greece,BG,Bulgaria,Total,1 night or over,33824.0
2019,ES,Spain,BG,Bulgaria,Total,1 night or over,113052.0
2019,FR,France,BG,Bulgaria,Total,1 night or over,84131.0
2022,FR,France,BG,Bulgaria,Total,1 night or over,84297.0
2019,HU,Hungary,BG,Bulgaria,Total,1 night or over,40708.0
2022,HU,Hungary,BG,Bulgaria,Total,1 night or over,53948.0
2019,IE,Ireland,BG,Bulgaria,Total,1 night or over,34981.0
2019,LT,Lithuania,BG,Bulgaria,Total,1 night or over,28399.0
2022,LT,Lithuania,BG,Bulgaria,Total,1 night or over,13003.0
2019,LU,Luxembourg,BG,Bulgaria,Total,1 night or over,8613.0
2022,LU,Luxembourg,BG,Bulgaria,Total,1 night or over,7104.0
2019,MK,North Macedonia,BG,Bulgaria,Total,1 night or over,40908.0
2022,MT,Malta,BG,Bulgaria,Total,1 night or over,5571.0
2019,NL,Netherlands,BG,Bulgaria,Total,1 night or over,79269.0
2022,NL,Netherlands,BG,Bulgaria,Total,1 night or over,68380.0
2019,PL,Poland,BG,Bulgaria,Total,1 night or over,271220.0
2022,PL,Poland,BG,Bulgaria,Total,1 night or over,262432.0
2019,RO,Romania,BG,Bulgaria,Total,1 night or over,200434.0
2022,RO,Romania,BG,Bulgaria,Total,1 night or over,259077.0
2019,SK,Slovakia,BG,Bulgaria,Total,1 night or over,49909.0
2022,SK,Slovakia,BG,Bulgaria,Total,1 night or over,46305.0
2019,BE,Belgium,BG,Bulgaria,Total,4 nights or over,73773.0
2022,BE,Belgium,BG,Bulgaria,Total,4 nights or over,51752.0
2019,BG,Bulgaria,BG,Bulgaria,Total,4 nights or over,1510327.0
2022,BG,Bulgaria,BG,Bulgaria,Total,4 nights or over,1377246.0
2019,CZ,Czechia,BG,Bulgaria,Total,4 nights or over,160631.0
2022,CZ,Czechia,BG,Bulgaria,Total,4 nights or over,132239.0
2019,EE,Estonia,BG,Bulgaria,Total,4 nights or over,21088.0
2019,EL,Greece,BG,Bulgaria,Total,4 nights or over,21995.0
2022,EL,Greece,BG,Bulgaria,Total,4 nights or over,18126.0
2019,ES,Spain,BG,Bulgaria,Total,4 nights or over,99893.0
2019,FR,France,BG,Bulgaria,Total,4 nights or over,81938.0
2019,HU,Hungary,BG,Bulgaria,Total,4 nights or over,32005.0
2022,HU,Hungary,BG,Bulgaria,Total,4 nights or over,41976.0
2019,IE,Ireland,BG,Bulgaria,Total,4 nights or over,33036.0
2019,LT,Lithuania,BG,Bulgaria,Total,4 nights or over,27105.0
2022,LT,Lithuania,BG,Bulgaria,Total,4 nights or over,12114.0
2019,LU,Luxembourg,BG,Bulgaria,Total,4 nights or over,7974.0
2022,LU,Luxembourg,BG,Bulgaria,Total,4 nights or over,6712.0
2019,MK,North Macedonia,BG,Bulgaria,Total,4 nights or over,19029.0
2019,NL,Netherlands,BG,Bulgaria,Total,4 nights or over,74668.0
2022,NL,Netherlands,BG,Bulgaria,Total,4 nights or over,66743.0
2019,PL,Poland,BG,Bulgaria,Total,4 nights or over,268264.0
2022,PL,Poland,BG,Bulgaria,Total,4 nights or over,256919.0
2019,RO,Romania,BG,Bulgaria,Total,4 nights or over,162321.0
2022,RO,Romania,BG,Bulgaria,Total,4 nights or over,233817.0
2019,SK,Slovakia,BG,Bulgaria,Total,4 nights or over,49909.0
2022,SK,Slovakia,BG,Bulgaria,Total,4 nights or over,46305.0
2019,AT,Austria,CH,Switzerland,Personal reasons,From 1 to 3 nights,77459.0
2022,AT,Austria,CH,Switzerland,Personal reasons,From 1 to 3 nights,107410.0
2019,BE,Belgium,CH,Switzerland,Personal reasons,From 1 to 3 nights,49148.0
2019,CH,Switzerland,CH,Switzerland,Personal reasons,From 1 to 3 nights,4014110.0
2019,DE,Germany,CH,Switzerland,Personal reasons,From 1 to 3 nights,1213083.0
2022,DE,Germany,CH,Switzerland,Personal reasons,From 1 to 3 nights,877962.0
2019,ES,Spain,CH,Switzerland,Personal reasons,From 1 to 3 nights,64292.0
2019,FR,France,CH,Switzerland,Personal reasons,From 1 to 3 nights,423904.0
2022,FR,France,CH,Switzerland,Personal reasons,From 1 to 3 nights,397788.0
2019,HU,Hungary,CH,Switzerland,Personal reasons,From 1 to 3 nights,24674.0
2022,HU,Hungary,CH,Switzerland,Personal reasons,From 1 to 3 nights,28677.0
2019,LU,Luxembourg,CH,Switzerland,Personal reasons,From 1 to 3 nights,23686.0
2022,LU,Luxembourg,CH,Switzerland,Personal reasons,From 1 to 3 nights,20410.0
2022,NL,Netherlands,CH,Switzerland,Personal reasons,From 1 to 3 nights,96177.0
2019,PT,Portugal,CH,Switzerland,Personal reasons,From 1 to 3 nights,37478.0
2019,AL,Albania,CH,Switzerland,Personal reasons,1 night or over,9577.0
2019,AT,Austria,CH,Switzerland,Personal reasons,1 night or over,179338.0
2022,AT,Austria,CH,Switzerland,Personal reasons,1 night or over,197217.0
2019,BE,Belgium,CH,Switzerland,Personal reasons,1 night or over,219042.0
2022,BE,Belgium,CH,Switzerland,Personal reasons,1 night or over,215086.0
2019,CH,Switzerland,CH,Switzerland,Personal reasons,1 night or over,6157354.0
2019,DE,Germany,CH,Switzerland,Personal reasons,1 night or over,2753231.0
2022,DE,Germany,CH,Switzerland,Personal reasons,1 night or over,2168380.0
2022,EL,Greece,CH,Switzerland,Personal reasons,1 night or over,18094.0
2019,ES,Spain,CH,Switzerland,Personal reasons,1 night or over,190911.0
2022,ES,Spain,CH,Switzerland,Personal reasons,1 night or over,124015.0
2019,FR,France,CH,Switzerland,Personal reasons,1 night or over,658543.0
2022,FR,France,CH,Switzerland,Personal reasons,1 night or over,780299.0
2019,HR,Croatia,CH,Switzerland,Personal reasons,1 night or over,23514.0
2019,HU,Hungary,CH,Switzerland,Personal reasons,1 night or over,107567.0
2022,HU,Hungary,CH,Switzerland,Personal reasons,1 night or over,136946.0
2019,IE,Ireland,CH,Switzerland,Personal reasons,1 night or over,37041.0
2019,IT,Italy,CH,Switzerland,Personal reasons,1 night or over,337229.0
2022,IT,Italy,CH,Switzerland,Personal reasons,1 night or over,439099.0
2019,LU,Luxembourg,CH,Switzerland,Personal reasons,1 night or over,52748.0
2022,LU,Luxembourg,CH,Switzerland,Personal reasons,1 night or over,61272.0
2019,MK,North Macedonia,CH,Switzerland,Personal reasons,1 night or over,13277.0
2019,NL,Netherlands,CH,Switzerland,Personal reasons,1 night or over,207751.0
2022,NL,Netherlands,CH,Switzerland,Personal reasons,1 night or over,426597.0
2019,PL,Poland,CH,Switzerland,Personal reasons,1 night or over,83072.0
2022,PL,Poland,CH,Switzerland,Personal reasons,1 night or over,65654.0
2019,PT,Portugal,CH,Switzerland,Personal reasons,1 night or over,101287.0
2022,PT,Portugal,CH,Switzerland,Personal reasons,1 night or over,65747.0
2019,AT,Austria,CH,Switzerland,Personal reasons,4 nights or over,101879.0
2022,AT,Austria,CH,Switzerland,Personal reasons,4 nights or over,89807.0
2019,BE,Belgium,CH,Switzerland,Personal reasons,4 nights or over,169895.0
2022,BE,Belgium,CH,Switzerland,Personal reasons,4 nights or over,183029.0
2019,CH,Switzerland,CH,Switzerland,Personal reasons,4 nights or over,2143244.0
2019,DE,Germany,CH,Switzerland,Personal reasons,4 nights or over,1540148.0
2022,DE,Germany,CH,Switzerland,Personal reasons,4 nights or over,1290419.0
2022,EL,Greece,CH,Switzerland,Personal reasons,4 nights or over,17164.0
2019,ES,Spain,CH,Switzerland,Personal reasons,4 nights or over,126619.0
2022,ES,Spain,CH,Switzerland,Personal reasons,4 nights or over,100345.0
2019,FR,France,CH,Switzerland,Personal reasons,4 nights or over,234639.0
2022,FR,France,CH,Switzerland,Personal reasons,4 nights or over,382510.0
2019,HU,Hungary,CH,Switzerland,Personal reasons,4 nights or over,82893.0
2022,HU,Hungary,CH,Switzerland,Personal reasons,4 nights or over,108269.0
2022,IT,Italy,CH,Switzerland,Personal reasons,4 nights or over,209144.0
2019,LU,Luxembourg,CH,Switzerland,Personal reasons,4 nights or over,29062.0
2022,LU,Luxembourg,CH,Switzerland,Personal reasons,4 nights or over,40862.0
2019,MK,North Macedonia,CH,Switzerland,Personal reasons,4 nights or over,13032.0
2019,NL,Netherlands,CH,Switzerland,Personal reasons,4 nights or over,180275.0
2022,NL,Netherlands,CH,Switzerland,Personal reasons,4 nights or over,330419.0
2019,PL,Poland,CH,Switzerland,Personal reasons,4 nights or over,72353.0
2022,PL,Poland,CH,Switzerland,Personal reasons,4 nights or over,61963.0
2019,PT,Portugal,CH,Switzerland,Personal reasons,4 nights or over,63809.0
2022,PT,Portugal,CH,Switzerland,Personal reasons,4 nights or over,51775.0
2022,AT,Austria,CH,Switzerland,"Professional, business",From 1 to 3 nights,48998.0
2019,BE,Belgium,CH,Switzerland,"Professional, business",From 1 to 3 nights,28135.0
2019,CH,Switzerland,CH,Switzerland,"Professional, business",From 1 to 3 nights,337786.0
2019,FR,France,CH,Switzerland,"Professional, business",From 1 to 3 nights,153954.0
2019,HU,Hungary,CH,Switzerland,"Professional, business",From 1 to 3 nights,20305.0
2022,HU,Hungary,CH,Switzerland,"Professional, business",From 1 to 3 nights,44330.0
2019,LU,Luxembourg,CH,Switzerland,"Professional, business",From 1 to 3 nights,17893.0
2022,LU,Luxembourg,CH,Switzerland,"Professional, business",From 1 to 3 nights,12439.0
2022,AT,Austria,CH,Switzerland,"Professional, business",1 night or over,59458.0
2019,BE,Belgium,CH,Switzerland,"Professional, business",1 night or over,35381.0
2019,CH,Switzerland,CH,Switzerland,"Professional, business",1 night or over,383249.0
2019,DE,Germany,CH,Switzerland,"Professional, business",1 night or over,594586.0
2019,FR,France,CH,Switzerland,"Professional, business",1 night or over,314209.0
2022,FR,France,CH,Switzerland,"Professional, business",1 night or over,190113.0
2019,HU,Hungary,CH,Switzerland,"Professional, business",1 night or over,29471.0
2022,HU,Hungary,CH,Switzerland,"Professional, business",1 night or over,53745.0
2019,LU,Luxembourg,CH,Switzerland,"Professional, business",1 night or over,21552.0
2022,LU,Luxembourg,CH,Switzerland,"Professional, business",1 night or over,15274.0
2022,NL,Netherlands,CH,Switzerland,"Professional, business",1 night or over,51802.0
2022,PL,Poland,CH,Switzerland,"Professional, business",1 night or over,13928.0
2019,PT,Portugal,CH,Switzerland,"Professional, business",1 night or over,27366.0
2022,PL,Poland,CH,Switzerland,"Professional, business",4 nights or over,9909.0
2019,AT,Austria,CH,Switzerland,Total,From 1 to 3 nights,122222.0
2022,AT,Austria,CH,Switzerland,Total,From 1 to 3 nights,156407.0
2019,BE,Belgium,CH,Switzerland,Total,From 1 to 3 nights,77283.0
2022,BE,Belgium,CH,Switzerland,Total,From 1 to 3 nights,44332.0
2019,CH,Switzerland,CH,Switzerland,Total,From 1 to 3 nights,4351896.0
2019,DE,Germany,CH,Switzerland,Total,From 1 to 3 nights,1647637.0
2022,DE,Germany,CH,Switzerland,Total,From 1 to 3 nights,1138561.0
2019,ES,Spain,CH,Switzerland,Total,From 1 to 3 nights,80188.0
2019,FR,France,CH,Switzerland,Total,From 1 to 3 nights,577857.0
2022,FR,France,CH,Switzerland,Total,From 1 to 3 nights,538087.0
2019,HU,Hungary,CH,Switzerland,Total,From 1 to 3 nights,44979.0
2022,HU,Hungary,CH,Switzerland,Total,From 1 to 3 nights,73007.0
2019,IT,Italy,CH,Switzerland,Total,From 1 to 3 nights,306870.0
2022,IT,Italy,CH,Switzerland,Total,From 1 to 3 nights,254153.0
